Date,weekday,Holiday,working _day,holiday_sequence,trans_date_set,trans_month,trans_year,prevweek_mean,total_amount_withdrawn
12/04/2014,7,NAH,H,WHH,12,4,2014,35919.86667,53879.8
13/04/2014,1,NH,H,HHW,13,4,2014,36421.6,54632.4
14/04/2014,2,OH,W,HWW,14,4,2014,38061.06667,57091.6
15/04/2014,3,O,W,WWW,15,4,2014,30422,45633
16/04/2014,4,NAH,W,WWW,16,4,2014,45700,71391
17/04/2014,5,R-C,W,WWW,17,4,2014,37460.4,56190.6
18/04/2014,6,NH,W,WWH,18,4,2014,25553.06667,38329.6
19/04/2014,7,NAH,H,WHH,19,4,2014,28111.2,42166.8
20/04/2014,1,OH,H,HHW,20,4,2014,39000,58543.8
21/04/2014,2,NAH,W,HWW,21,4,2014,19666.53333,29499.8
22/04/2014,3,NAH,W,WWW,22,4,2014,17786.8,26680.2
23/04/2014,4,NAH,W,WWW,23,4,2014,23807.6,35711.4
24/04/2014,5,NAH,W,WWW,24,4,2014,28422.13333,42633.2
25/04/2014,6,NAH,W,WWH,25,4,2014,25016,37524
26/04/2014,7,NAH,H,WHH,26,4,2014,27030,40545
27/04/2014,1,NAH,H,HHW,27,4,2014,57494.4,86241.6
28/04/2014,2,NAH,W,HWW,28,4,2014,44944,67416
29/04/2014,3,NAH,W,WWW,29,4,2014,25553.06667,38329.6
30/04/2014,4,NAH,W,WWW,30,4,2014,62971.06667,94456.6
01/05/2014,5,O,W,WWW,1,5,2014,37036.4,55554.6
02/05/2014,6,NAH,W,WWH,2,5,2014,51622,77433
03/05/2014,7,NAH,H,WHH,3,5,2014,46208.93333,69313.4
04/05/2014,1,NAH,H,HHW,4,5,2014,50130.93333,75196.4
05/05/2014,2,NAH,W,HWW,5,5,2014,37213.06667,55819.6
06/05/2014,3,NAH,W,WWW,6,5,2014,35036.53333,52554.8
07/05/2014,4,NAH,W,WWW,7,5,2014,46682.4,70023.6
08/05/2014,5,NAH,W,WWW,8,5,2014,55763.06667,83644.6
09/05/2014,6,OH,W,WWH,9,5,2014,36442.8,54664.2
10/05/2014,7,NAH,H,WHH,10,5,2014,43000,64522.2
11/05/2014,1,O,H,HHW,11,5,2014,48200,72323.8
12/05/2014,2,NAH,W,HWW,12,5,2014,27835.6,41753.4
13/05/2014,3,OH,W,WWW,13,5,2014,26492.93333,39739.4
14/05/2014,4,NH,W,WWW,14,5,2014,38824.26667,58236.4
15/05/2014,5,NAH,W,WWW,15,5,2014,38591.06667,57886.6
16/05/2014,6,NAH,W,WWH,16,5,2014,46600,69949.4
17/05/2014,7,NAH,H,WHH,17,5,2014,35729.06667,53593.6
18/05/2014,1,NAH,H,HHW,18,5,2014,41601.46667,62402.2
19/05/2014,2,NAH,W,HWW,19,5,2014,24549.6,36824.4
20/05/2014,3,NAH,W,WWW,20,5,2014,62236.13333,93354.2
21/05/2014,4,NAH,W,WWW,21,5,2014,37326.13333,55989.2
22/05/2014,5,NAH,W,WWW,22,5,2014,38718.26667,58077.4
23/05/2014,6,NAH,W,WWH,23,5,2014,53310.93333,79966.4
24/05/2014,7,NAH,H,WHH,24,5,2014,52137.86667,78206.8
25/05/2014,1,NAH,H,HHW,25,5,2014,36859.73333,55289.6
26/05/2014,2,NAH,W,HWW,26,5,2014,27213.73333,40820.6
27/05/2014,3,NAH,W,WWW,27,5,2014,37594.66667,56392
28/05/2014,4,NAH,W,WWW,28,5,2014,31200,46830.8
29/05/2014,5,NAH,W,WWW,29,5,2014,58738.13333,88107.2
30/05/2014,6,NAH,W,WWH,30,5,2014,50731.6,76097.4
31/05/2014,7,NAH,H,WHH,31,5,2014,52491.2,78736.8
01/06/2014,1,NAH,H,HHW,1,6,2014,53650.13333,80475.2
02/06/2014,2,NAH,W,HWW,2,6,2014,11907.33333,17861
03/06/2014,3,NAH,W,WWW,3,6,2014,28676.53333,43014.8
04/06/2014,4,NAH,W,WWW,4,6,2014,52200,78408.2
05/06/2014,5,NAH,W,WWW,5,6,2014,61395.2,92092.8
06/06/2014,6,NAH,W,WWH,6,6,2014,48477.33333,72716
07/06/2014,7,NAH,H,WHH,7,6,2014,43516.53333,65274.8
08/06/2014,1,NAH,H,HHW,8,6,2014,44800,67331.2
09/06/2014,2,NAH,W,HWW,9,6,2014,29531.6,44297.4
10/06/2014,3,NAH,W,WWW,10,6,2014,41672.13333,62508.2
11/06/2014,4,NAH,W,WWW,11,6,2014,41877.06667,62815.6
12/06/2014,5,NAH,W,WWW,12,6,2014,38909.06667,58363.6
13/06/2014,6,NAH,W,WWH,13,6,2014,35312.13333,52968.2
14/06/2014,7,NAH,H,WHH,14,6,2014,34372.26667,51558.4
15/06/2014,1,O,H,HHW,15,6,2014,46413.86667,69620.8
16/06/2014,2,NAH,W,HWW,16,6,2014,33524.26667,50286.4
17/06/2014,3,NAH,W,WWW,17,6,2014,47664.66667,71497
18/06/2014,4,NAH,W,WWW,18,6,2014,21426.13333,32139.2
19/06/2014,5,NAH,W,WWW,19,6,2014,32110.93333,48166.4
20/06/2014,6,NAH,W,WWH,20,6,2014,27722.53333,41583.8
21/06/2014,7,NAH,H,WHH,21,6,2014,40562.66667,60844
22/06/2014,1,NAH,H,HHW,22,6,2014,34386.4,51579.6
23/06/2014,2,NAH,W,HWW,23,6,2014,37382.66667,56074
24/06/2014,3,NAH,W,WWW,24,6,2014,45600,68083.8
25/06/2014,4,NAH,W,WWW,25,6,2014,28408,42612
26/06/2014,5,NAH,W,WWW,26,6,2014,33425.33333,50138
27/06/2014,6,NAH,W,WWH,27,6,2014,34153.2,51229.8
28/06/2014,7,NAH,H,WHH,28,6,2014,42753.33333,64130
29/06/2014,1,OH,H,HHW,29,6,2014,60526,90789
30/06/2014,2,NAH,W,HWW,30,6,2014,47261.86667,70892.8
01/07/2014,3,NAH,W,WWW,1,7,2014,74171.73333,111257.6
02/07/2014,4,NAH,W,WWW,2,7,2014,45862.66667,68794
03/07/2014,5,NAH,W,WWW,3,7,2014,64122.93333,96184.4
04/07/2014,6,NAH,W,WWH,4,7,2014,30754.13333,46131.2
05/07/2014,7,NAH,H,WHH,5,7,2014,51900,77910
06/07/2014,1,NAH,H,HHW,6,7,2014,52187.33333,78281
07/07/2014,2,NAH,W,HWW,7,7,2014,24669.73333,37004.6
08/07/2014,3,NAH,W,WWW,8,7,2014,43276.26667,64914.4
09/07/2014,4,NAH,W,WWW,9,7,2014,39474.4,59211.6
10/07/2014,5,NAH,W,WWW,10,7,2014,48371.33333,72557
11/07/2014,6,NAH,W,WWH,11,7,2014,27729.6,41594.4
12/07/2014,7,O,H,WHH,12,7,2014,31255.86667,46883.8
13/07/2014,1,NAH,H,HHW,13,7,2014,31800,47700
14/07/2014,2,NAH,W,HWW,14,7,2014,21779.46667,32669.2
15/07/2014,3,NAH,W,WWW,15,7,2014,30800,46311.4
16/07/2014,4,NAH,W,WWW,16,7,2014,27623.6,41435.4
17/07/2014,5,NAH,W,WWW,17,7,2014,33517.2,50275.8
18/07/2014,6,NAH,W,WWH,18,7,2014,40000,60451.8
19/07/2014,7,NAH,H,WHH,19,7,2014,54787.86667,82181.8
20/07/2014,1,NAH,H,HHW,20,7,2014,39227.06667,58840.6
21/07/2014,2,NAH,W,HWW,21,7,2014,43120.8,64681.2
22/07/2014,3,NAH,W,WWW,22,7,2014,51296.93333,76945.4
23/07/2014,4,NAH,W,WWW,23,7,2014,22000,34301.6
24/07/2014,5,NAH,W,WWW,24,7,2014,36944.53333,55416.8
25/07/2014,6,OH,W,WWH,25,7,2014,22040.93333,33061.4
26/07/2014,7,NAH,H,WHH,26,7,2014,33411.2,50116.8
27/07/2014,1,NAH,H,HHW,27,7,2014,43156.13333,64734.2
28/07/2014,2,NAH,W,HWW,28,7,2014,41580.26667,62370.4
29/07/2014,3,R-M,W,WWW,29,7,2014,74065.73333,111098.6
30/07/2014,4,NAH,W,WWW,30,7,2014,47594,71391
31/07/2014,5,NAH,W,WWW,31,7,2014,53367.46667,80051.2
01/08/2014,6,NAH,W,WWH,1,8,2014,40393.06667,60589.6
02/08/2014,7,NAH,H,WHH,2,8,2014,42590.8,63886.2
03/08/2014,1,O,H,HHW,3,8,2014,59586.13333,89379.2
04/08/2014,2,NAH,W,HWW,4,8,2014,53254.4,79881.6
05/08/2014,3,NAH,W,WWW,5,8,2014,58490.8,87736.2
06/08/2014,4,NAH,W,WWW,6,8,2014,45565.86667,68348.8
07/08/2014,5,NAH,W,WWW,7,8,2014,40343.6,60515.4
08/08/2014,6,NAH,W,WWH,8,8,2014,39262.4,58893.6
09/08/2014,7,NAH,H,WHH,9,8,2014,38442.66667,57664
10/08/2014,1,OH,H,HHW,10,8,2014,50307.6,75461.4
11/08/2014,2,NAH,W,HWW,11,8,2014,34287.46667,51431.2
12/08/2014,3,NAH,W,WWW,12,8,2014,26302.13333,39453.2
13/08/2014,4,NAH,W,WWW,13,8,2014,52936.4,79404.6
14/08/2014,5,NAH,W,WWW,14,8,2014,45820.26667,68730.4
15/08/2014,6,NH,W,WWH,15,8,2014,37262.53333,55893.8
16/08/2014,7,NAH,H,WHH,16,8,2014,41149.2,61723.8
17/08/2014,1,O,H,HHW,17,8,2014,53098.93333,79648.4
18/08/2014,2,NH,W,HWW,18,8,2014,22351.86667,33527.8
19/08/2014,3,NAH,W,WWW,19,8,2014,28902.66667,43354
20/08/2014,4,NAH,W,WWW,20,8,2014,31305.33333,46958
21/08/2014,5,NAH,W,WWW,21,8,2014,31234.66667,46852
22/08/2014,6,NAH,W,WWH,22,8,2014,36174.26667,54261.4
23/08/2014,7,NAH,H,WHH,23,8,2014,38986.8,58480.2
24/08/2014,1,NAH,H,HHW,24,8,2014,51537.2,77305.8
25/08/2014,2,NAH,W,HWW,25,8,2014,38675.86667,58013.8
26/08/2014,3,NAH,W,WWW,26,8,2014,31404.26667,47106.4
27/08/2014,4,NAH,W,WWW,27,8,2014,35870.4,53805.6
28/08/2014,5,NAH,W,WWW,28,8,2014,32888.26667,49332.4
29/08/2014,6,OH,W,WWH,29,8,2014,22302.4,33453.6
30/08/2014,7,NAH,H,WHH,30,8,2014,46894.4,70341.6
31/08/2014,1,NAH,H,HHW,31,8,2014,51855.2,77782.8
01/09/2014,2,NAH,W,HWW,1,9,2014,28061.73333,42092.6
02/09/2014,3,NAH,W,WWW,2,9,2014,58519.06667,87778.6
03/09/2014,4,NAH,W,WWW,3,9,2014,52484.13333,78726.2
04/09/2014,5,NAH,W,WWW,4,9,2014,56180,84270
05/09/2014,6,NAH,W,WWH,5,9,2014,45233.73333,67850.6
06/09/2014,7,OH,H,WHH,6,9,2014,26189.06667,39283.6
07/09/2014,1,NAH,H,HHW,7,9,2014,31397.2,47095.8
08/09/2014,2,NAH,W,HWW,8,9,2014,22111.6,33167.4
09/09/2014,3,NAH,W,WWW,9,9,2014,33128.53333,49692.8
10/09/2014,4,NAH,W,WWW,10,9,2014,30323.06667,45484.6
11/09/2014,5,NAH,W,WWW,11,9,2014,21192.93333,31789.4
12/09/2014,6,NAH,W,WWH,12,9,2014,37905.6,56858.4
13/09/2014,7,NAH,H,WHH,13,9,2014,28273.73333,42410.6
14/09/2014,1,NAH,H,HHW,14,9,2014,23729.86667,35594.8
15/09/2014,2,NAH,W,HWW,15,9,2014,20938.53333,31407.8
16/09/2014,3,NAH,W,WWW,16,9,2014,43544.8,65317.2
17/09/2014,4,NAH,W,WWW,17,9,2014,28196,42294
18/09/2014,5,NAH,W,WWW,18,9,2014,40838.26667,61257.4
19/09/2014,6,NAH,W,WWH,19,9,2014,25249.2,37873.8
20/09/2014,7,NAH,H,WHH,20,9,2014,23609.73333,35414.6
21/09/2014,1,NAH,H,HHW,21,9,2014,43262.13333,64893.2
22/09/2014,2,NAH,W,HWW,22,9,2014,27157.2,40735.8
23/09/2014,3,NAH,W,WWW,23,9,2014,27143.06667,40714.6
24/09/2014,4,NAH,W,WWW,24,9,2014,35600,54431
25/09/2014,5,R-H,W,WWW,25,9,2014,32520.8,48781.2
26/09/2014,6,NAH,W,WWH,26,9,2014,34937.6,52406.4
27/09/2014,7,NAH,H,WHH,27,9,2014,33241.6,49862.4
28/09/2014,1,NAH,H,HHW,28,9,2014,55720.66667,83581
29/09/2014,2,NAH,W,HWW,29,9,2014,53650.13333,80475.2
30/09/2014,3,R-H,W,WWW,30,9,2014,24005.46667,36008.2
01/10/2014,4,OH,W,WWW,1,10,2014,45396.26667,68094.4
02/10/2014,5,NH,W,WWW,2,10,2014,59352.93333,89029.4
03/10/2014,6,NH,W,WWH,3,10,2014,59374.13333,89061.2
04/10/2014,7,NAH,H,WHH,4,10,2014,27729.6,41594.4
05/10/2014,1,NAH,H,HHW,5,10,2014,51558.4,77337.6
06/10/2014,2,NH,W,HWW,6,10,2014,34372.26667,51558.4
07/10/2014,3,NAH,W,WWW,7,10,2014,46795.46667,70193.2
08/10/2014,4,NAH,W,WWW,8,10,2014,37050.53333,55575.8
09/10/2014,5,NAH,W,WWW,9,10,2014,33397.06667,50095.6
10/10/2014,6,NAH,W,WWH,10,10,2014,32443.06667,48664.6
11/10/2014,7,OH,H,WHH,11,10,2014,42619.06667,63928.6
12/10/2014,1,NAH,H,HHW,12,10,2014,41778.13333,62667.2
13/10/2014,2,NAH,W,HWW,13,10,2014,37304.93333,55957.4
14/10/2014,3,NAH,W,WWW,14,10,2014,32973.06667,49459.6
15/10/2014,4,NAH,W,WWW,15,10,2014,42053.73333,63080.6
16/10/2014,5,NAH,W,WWW,16,10,2014,43912.26667,65868.4
17/10/2014,6,NAH,W,WWH,17,10,2014,54031.73333,81047.6
18/10/2014,7,NAH,H,WHH,18,10,2014,67444.26667,101166.4
19/10/2014,1,NAH,H,HHW,19,10,2014,66992,100488
20/10/2014,2,NAH,W,HWW,20,10,2014,44414,66621
21/10/2014,3,NAH,W,WWW,21,10,2014,47049.86667,70574.8
22/10/2014,4,OH,W,WWW,22,10,2014,33644.4,50466.6
23/10/2014,5,NH,W,WWW,23,10,2014,14246.4,21369.6
24/10/2014,6,OH,W,WWH,24,10,2014,32351.2,48526.8
25/10/2014,7,OH,H,WHH,25,10,2014,36301.46667,54452.2
26/10/2014,1,NAH,H,HHW,26,10,2014,30831.86667,46247.8
27/10/2014,2,NAH,W,HWW,27,10,2014,19100,28779
28/10/2014,3,NAH,W,WWW,28,10,2014,33114.4,49671.6
29/10/2014,4,OH,W,WWW,29,10,2014,35460.53333,53190.8
30/10/2014,5,NAH,W,WWW,30,10,2014,63600,95400
31/10/2014,6,O,W,WWH,31,10,2014,36329.73333,54494.6
01/11/2014,7,NAH,H,WHH,1,11,2014,30867.2,46300.8
02/11/2014,1,NAH,H,HHW,2,11,2014,63819.06667,95728.6
03/11/2014,2,NAH,W,HWW,3,11,2014,37375.6,56063.4
04/11/2014,3,NH,W,WWW,4,11,2014,28210.13333,42315.2
05/11/2014,4,NAH,W,WWW,5,11,2014,41354.13333,62031.2
06/11/2014,5,NH,W,WWW,6,11,2014,45587.06667,68380.6
07/11/2014,6,NAH,W,WWH,7,11,2014,35926.93333,53890.4
08/11/2014,7,NAH,H,WHH,8,11,2014,37184.8,55777.2
09/11/2014,1,NAH,H,HHW,9,11,2014,25750.93333,38626.4
10/11/2014,2,NAH,W,HWW,10,11,2014,22563.86667,33845.8
11/11/2014,3,NAH,W,WWW,11,11,2014,37474.53333,56211.8
12/11/2014,4,NAH,W,WWW,12,11,2014,37163.6,55745.4
13/11/2014,5,NAH,W,WWW,13,11,2014,33284,49926
14/11/2014,6,NAH,W,WWH,14,11,2014,24040.8,36061.2
15/11/2014,7,NAH,H,WHH,15,11,2014,15716.26667,23574.4
16/11/2014,1,NAH,H,HHW,16,11,2014,27305.6,40958.4
17/11/2014,2,NAH,W,HWW,17,11,2014,28210.13333,42315.2
18/11/2014,3,NAH,W,WWW,18,11,2014,44011.2,66016.8
19/11/2014,4,NAH,W,WWW,19,11,2014,22033.86667,33050.8
20/11/2014,5,NAH,W,WWW,20,11,2014,36831.46667,55247.2
21/11/2014,6,NAH,W,WWH,21,11,2014,25418.8,38128.2
22/11/2014,7,NAH,H,WHH,22,11,2014,17136.66667,25705
23/11/2014,1,NAH,H,HHW,23,11,2014,32711.6,49067.4
24/11/2014,2,OH,W,HWW,24,11,2014,17617.2,26425.8
25/11/2014,3,NAH,W,WWW,25,11,2014,30224.13333,45336.2
26/11/2014,4,NAH,W,WWW,26,11,2014,30853.06667,46279.6
27/11/2014,5,NAH,W,WWW,27,11,2014,31043.86667,46565.8
28/11/2014,6,NAH,W,WWH,28,11,2014,39580.4,59370.6
29/11/2014,7,NAH,H,WHH,29,11,2014,44230.26667,66345.4
30/11/2014,1,NAH,H,HHW,30,11,2014,52455.86667,78683.8
01/12/2014,2,NAH,W,HWW,1,12,2014,37622.93333,56434.4
02/12/2014,3,NAH,W,WWW,2,12,2014,42294,63441
03/12/2014,4,NAH,W,WWW,3,12,2014,56399.06667,84598.6
04/12/2014,5,NAH,W,WWW,4,12,2014,47367.86667,71051.8
05/12/2014,6,NAH,W,WWH,5,12,2014,40746.4,61119.6
06/12/2014,7,NAH,H,WHH,6,12,2014,41686.26667,62529.4
07/12/2014,1,NAH,H,HHW,7,12,2014,37375.6,56063.4
08/12/2014,2,NAH,W,HWW,8,12,2014,21249.46667,31874.2
09/12/2014,3,NAH,W,WWW,9,12,2014,31446.66667,47170
10/12/2014,4,NAH,W,WWW,10,12,2014,39057.46667,58586.2
11/12/2014,5,NAH,W,WWW,11,12,2014,32619.73333,48929.6
12/12/2014,6,NAH,W,WWH,12,12,2014,36591.2,54886.8
13/12/2014,7,NAH,H,WHH,13,12,2014,23616.8,35425.2
14/12/2014,1,NAH,H,HHW,14,12,2014,56900.8,85351.2
15/12/2014,2,NAH,W,HWW,15,12,2014,44067.73333,66101.6
16/12/2014,3,NAH,W,WWW,16,12,2014,45219.6,67829.4
17/12/2014,4,O,W,WWW,17,12,2014,36972.8,55459.2
18/12/2014,5,NAH,W,WWW,18,12,2014,27058.26667,40587.4
19/12/2014,6,NAH,W,WWH,19,12,2014,23892.4,35838.6
20/12/2014,7,NAH,H,WHH,20,12,2014,33757.46667,50636.2
21/12/2014,1,NAH,H,HHW,21,12,2014,41679.2,62518.8
22/12/2014,2,NAH,W,HWW,22,12,2014,14260.53333,21390.8
23/12/2014,3,NAH,W,WWW,23,12,2014,39707.6,59561.4
24/12/2014,4,O,W,WWW,24,12,2014,28012.26667,42018.4
25/12/2014,5,NH,W,WWW,25,12,2014,33121.46667,49682.2
26/12/2014,6,NAH,W,WWH,26,12,2014,13377.2,20065.8
27/12/2014,7,NAH,H,WHH,27,12,2014,26987.6,40481.4
28/12/2014,1,NAH,H,HHW,28,12,2014,65974.4,98961.6
29/12/2014,2,NAH,W,HWW,29,12,2014,39636.93333,59455.4
30/12/2014,3,NAH,W,WWW,30,12,2014,45523.46667,68285.2
31/12/2014,4,O,W,WWW,31,12,2014,63993.13333,95989.7
01/01/2015,5,OH,W,WWW,1,1,2015,58700,88382
02/01/2015,6,NAH,W,WWH,2,1,2015,53813.86667,80720.8
03/01/2015,7,NAH,H,WHH,3,1,2015,59506.26667,89259.4
04/01/2015,1,NH,H,HHW,4,1,2015,41038.06667,61557.1
05/01/2015,2,OH,W,HWW,5,1,2015,56545.93333,84818.9
06/01/2015,3,NAH,W,WWW,6,1,2015,53628.4,80442.6
07/01/2015,4,NAH,W,WWW,7,1,2015,50090.26667,75135.4
08/01/2015,5,NAH,W,WWW,8,1,2015,36094.66667,54142
09/01/2015,6,NAH,W,WWH,9,1,2015,46195.46667,69293.2
10/01/2015,7,NAH,H,WHH,10,1,2015,36116.06667,54174.1
11/01/2015,1,NAH,H,HHW,11,1,2015,32199.86667,48299.8
12/01/2015,2,NAH,W,HWW,12,1,2015,14302.33333,21453.5
13/01/2015,3,NAH,W,WWW,13,1,2015,14644.73333,21967.1
14/01/2015,4,NAH,W,WWW,14,1,2015,15828.86667,23743.3
15/01/2015,5,OH,W,WWW,15,1,2015,28904.26667,43356.4
16/01/2015,6,NAH,W,WWH,16,1,2015,35000,57533.9
17/01/2015,7,NAH,H,WHH,17,1,2015,40339,60508.5
18/01/2015,1,NAH,H,HHW,18,1,2015,32128.53333,48192.8
19/01/2015,2,NAH,W,HWW,19,1,2015,32499.46667,48749.2
20/01/2015,3,NAH,W,WWW,20,1,2015,25116.46667,37674.7
21/01/2015,4,NAH,W,WWW,21,1,2015,35588.2,53382.3
22/01/2015,5,O,W,WWW,22,1,2015,31336.73333,47005.1
23/01/2015,6,NAH,W,WWH,23,1,2015,18218.53333,27327.8
24/01/2015,7,OH,H,WHH,24,1,2015,32920.33333,49380.5
25/01/2015,1,NAH,H,HHW,25,1,2015,23989.4,35984.1
26/01/2015,2,NH,W,HWW,26,1,2015,30530.66667,45796
27/01/2015,3,NAH,W,WWW,27,1,2015,21143.2,31714.8
28/01/2015,4,NAH,W,WWW,28,1,2015,36743.8,55115.7
29/01/2015,5,NAH,W,WWW,29,1,2015,45068.4,67602.6
30/01/2015,6,NAH,W,WWH,30,1,2015,50996.2,76494.3
31/01/2015,7,NAH,H,WHH,31,1,2015,42300.66667,63451
01/02/2015,1,NAH,H,HHW,1,2,2015,43919.93333,65879.9
02/02/2015,2,NAH,W,HWW,2,2,2015,71839.8,107759.7
03/02/2015,3,OH,W,WWW,3,2,2015,35659.53333,53489.3
04/02/2015,4,NAH,W,WWW,4,2,2015,44426.4,66639.6
05/02/2015,5,NAH,W,WWW,5,2,2015,44240.93333,66361.4
06/02/2015,6,NAH,W,WWH,6,2,2015,46302.46667,69453.7
07/02/2015,7,NAH,H,WHH,7,2,2015,36273,54409.5
08/02/2015,1,NAH,H,HHW,8,2,2015,32991.66667,49487.5
09/02/2015,2,NAH,W,HWW,9,2,2015,25473.13333,38209.7
10/02/2015,3,NAH,W,WWW,10,2,2015,25637.2,38455.8
11/02/2015,4,NAH,W,WWW,11,2,2015,29467.8,44201.7
12/02/2015,5,NAH,W,WWW,12,2,2015,35659.53333,53489.3
13/02/2015,6,NAH,W,WWH,13,2,2015,22634.06667,33951.1
14/02/2015,7,OH,H,WHH,14,2,2015,39226.2,58839.3
15/02/2015,1,NAH,H,HHW,15,2,2015,34539.6,51809.4
16/02/2015,2,NAH,W,HWW,16,2,2015,31486.53333,47229.8
17/02/2015,3,NH,W,WWW,17,2,2015,29054.06667,43581.1
18/02/2015,4,NAH,W,WWW,18,2,2015,32556.53333,48834.8
19/02/2015,5,OH,W,WWW,19,2,2015,34182.93333,51274.4
20/02/2015,6,NAH,W,WWH,20,2,2015,27085.26667,40627.9
21/02/2015,7,NAH,H,WHH,21,2,2015,27934.13333,41901.2
22/02/2015,1,NAH,H,HHW,22,2,2015,24203.4,36305.1
23/02/2015,2,NAH,W,HWW,23,2,2015,33569.46667,50354.2
24/02/2015,3,NAH,W,WWW,24,2,2015,577.8,866.7
25/02/2015,4,NAH,W,WWW,25,2,2015,40859.73333,61289.6
26/02/2015,5,NAH,W,WWW,26,2,2015,52073.33333,78110
27/02/2015,6,NAH,W,WWH,27,2,2015,43570.4,65355.6
28/02/2015,7,NAH,H,WHH,28,2,2015,54698.4,82047.6
01/03/2015,1,NAH,H,HHW,1,3,2015,52708.2,79062.3
02/03/2015,2,NAH,W,HWW,2,3,2015,71732.8,107599.2
03/03/2015,3,NAH,W,WWW,3,3,2015,47693.46667,71540.2
04/03/2015,4,NAH,W,WWW,4,3,2015,46002.86667,69004.3
05/03/2015,5,OH,W,WWW,5,3,2015,67795.2,101692.8
06/03/2015,6,OH,W,WWH,6,3,2015,44290.86667,66436.3
07/03/2015,7,NAH,H,WHH,7,3,2015,37799.53333,56699.3
08/03/2015,1,NAH,H,HHW,8,3,2015,31465.13333,47197.7
09/03/2015,2,NAH,W,HWW,9,3,2015,35873.53333,53810.3
10/03/2015,3,NAH,W,WWW,10,3,2015,21528.4,32292.6
11/03/2015,4,NAH,W,WWW,11,3,2015,40431.73333,60647.6
12/03/2015,5,NAH,W,WWW,12,3,2015,36594,54891
13/03/2015,6,NAH,W,WWH,13,3,2015,37492.8,56239.2
14/03/2015,7,NAH,H,WHH,14,3,2015,28212.33333,42318.5
15/03/2015,1,NAH,H,HHW,15,3,2015,38063.46667,57095.2
16/03/2015,2,NAH,W,HWW,16,3,2015,38805.33333,58208
17/03/2015,3,NAH,W,WWW,17,3,2015,281445,42286.4
18/03/2015,4,NAH,W,WWW,18,3,2015,23968,35952
19/03/2015,5,NAH,W,WWW,19,3,2015,20579.66667,30869.5
20/03/2015,6,NAH,W,WWH,20,3,2015,33191.4,49787.1
21/03/2015,7,OH,H,WHH,21,3,2015,26100.86667,39151.3
22/03/2015,1,NAH,H,HHW,22,3,2015,27834.26667,41751.4
23/03/2015,2,NAH,W,HWW,23,3,2015,22862.33333,34293.5
24/03/2015,3,NAH,W,WWW,24,3,2015,23732.6,35598.9
25/03/2015,4,NAH,W,WWW,25,3,2015,29260.93333,43891.4
26/03/2015,5,NAH,W,WWW,26,3,2015,38434.4,57651.6
27/03/2015,6,NAH,W,WWH,27,3,2015,33890.46667,50835.7
28/03/2015,7,NH,H,WHH,28,3,2015,32563.66667,48845.5
29/03/2015,1,NAH,H,HHW,29,3,2015,33155.73333,49733.6
30/03/2015,2,NAH,W,HWW,30,3,2015,55383.2,83074.8
31/03/2015,3,NAH,W,WWW,31,3,2015,31779,47668.5
01/04/2015,4,NAH,W,WWW,1,4,2015,43406.33333,65109.5
02/04/2015,5,R-C,W,WWW,2,4,2015,52372.93333,78559.4
03/04/2015,6,NH,W,WWH,3,4,2015,45546.33333,68319.5
04/04/2015,7,O,H,WHH,4,4,2015,49077.33333,73616
05/04/2015,1,OH,H,HHW,5,4,2015,55233.4,82850.1
06/04/2015,2,NAH,W,HWW,6,4,2015,42956.93333,64435.4
07/04/2015,3,NAH,W,WWW,7,4,2015,31550.73333,47326.1
08/04/2015,4,NAH,W,WWW,8,4,2015,48442.46667,72663.7
09/04/2015,5,NAH,W,WWW,9,4,2015,39889.6,59834.4
10/04/2015,6,NAH,W,WWH,10,4,2015,25851.2,38776.8
11/04/2015,7,NAH,H,WHH,11,4,2015,20593.93333,30890.9
12/04/2015,1,NAH,H,HHW,12,4,2015,36258.73333,54388.1
13/04/2015,2,NAH,W,HWW,13,4,2015,36765.2,55147.8
14/04/2015,3,OH,W,WWW,14,4,2015,38420.13333,57630.2
15/04/2015,4,OH,W,WWW,15,4,2015,30709,46063.5
16/04/2015,5,NAH,W,WWW,16,4,2015,48043,72064.5
17/04/2015,6,NAH,W,WWH,17,4,2015,37813.8,56720.7
18/04/2015,7,NAH,H,WHH,18,4,2015,25794.13333,38691.2
19/04/2015,1,NAH,H,HHW,19,4,2015,28376.4,42564.6
20/04/2015,2,NAH,W,HWW,20,4,2015,39397.4,59096.1
21/04/2015,3,NAH,W,WWW,21,4,2015,19852.06667,29778.1
22/04/2015,4,NAH,W,WWW,22,4,2015,17954.6,26931.9
23/04/2015,5,NAH,W,WWW,23,4,2015,24032.2,36048.3
24/04/2015,6,NAH,W,WWH,24,4,2015,28690.26667,43035.4
25/04/2015,7,NAH,H,WHH,25,4,2015,25000,37878
26/04/2015,1,NAH,H,HHW,26,4,2015,27285,40927.5
27/04/2015,2,NAH,W,HWW,27,4,2015,58036.8,87055.2
28/04/2015,3,NAH,W,WWW,28,4,2015,45368,68052
29/04/2015,4,NAH,W,WWW,29,4,2015,25794.13333,38691.2
30/04/2015,5,NAH,W,WWW,30,4,2015,63565.13333,95347.7
01/05/2015,6,O,W,WWH,1,5,2015,37385.8,56078.7
02/05/2015,7,NAH,H,WHH,2,5,2015,52109,78163.5
03/05/2015,1,OH,H,HHW,3,5,2015,46644.86667,69967.3
04/05/2015,2,NH,W,HWW,4,5,2015,50603.86667,75905.8
